Date,Ethereum,Tron,BSC,Arbitrum,Polygon,Optimism,Avalanche,Mixin,Cronos,Fantom,other chains
2022-10-05,37926.61,5700.28,6076.04,912.65,1228.06,928.11,1687.71,463.15,818.97,400.89,6785.33
2022-10-06,37971.96,5671.53,6057.51,937.88,1256.05,918.48,1680.08,465.08,816.34,400.16,6754.37
2022-10-07,37917.21,5673.46,6057.59,917.98,1227.84,922.15,1654.12,460.43,810.56,396.46,6696.179999999999
2022-10-08,37607.8,5615.97,6033.84,914.33,1188.68,901.46,1508.26,453.7,807.11,413.06,6658.040000000001
2022-10-09,37281.13,5590.06,5985.13,909.91,1183.18,922.35,1506.38,451.2,806.55,412.21,6622.029999999999
2022-10-10,37406.07,5601.42,5994.54,914.03,1199.21,920.72,1512.62,453.6,799.4,405.77,6657.23
2022-10-11,36710.65,5543.69,5937.02,903.61,1177.88,909.67,1493.42,443.42,789.06,390.11,6557.54
2022-10-12,36701.16,5557.29,5930.46,905.02,1171.65,914.8,1613.13,443.82,787.32,427.48,6401.2
2022-10-13,36892.0,5579.03,5911.21,891.47,1151.82,906.53,1486.84,443.48,783.06,426.07,6227.09
2022-10-14,36381.08,5545.06,5918.85,901.34,1136.26,916.12,1488.68,445.51,785.3,432.84,6170.93
2022-10-15,36424.32,5658.84,5891.12,902.13,1098.77,919.13,1458.43,442.47,782.52,428.62,6121.509999999999
2022-10-16,36309.63,5548.16,5885.98,906.66,1148.66,919.78,1452.52,442.64,784.82,429.34,6116.679999999999
2022-10-17,36753.93,5487.2,5915.25,915.22,1153.57,927.6,1458.59,444.41,784.78,428.24,6185.869999999999
2022-10-18,37229.77,5565.26,5917.32,926.87,1167.36,898.83,1475.62,451.32,795.08,432.89,6221.51
2022-10-19,36884.47,5513.01,5903.32,922.22,1147.48,907.73,1449.38,430.14,788.82,430.87,6129.22
2022-10-20,36301.63,5497.3,5909.08,906.28,1133.01,913.75,1433.26,425.38,792.81,428.27,6044.8099999999995
2022-10-21,36085.07,5347.62,5845.34,890.72,1113.96,907.23,1395.76,424.97,789.35,424.26,5994.110000000001
2022-10-22,36255.81,5281.57,5862.17,907.98,1122.69,907.16,1407.96,427.73,793.15,429.89,6034.12
2022-10-23,36384.11,5307.44,5872.49,904.5,1113.99,907.57,1400.92,429.41,791.11,428.29,6054.82
2022-10-24,37259.82,5315.52,5929.57,924.07,1139.71,914.3,1417.99,436.59,797.47,430.21,6179.09
2022-10-25,36800.46,5263.56,5912.05,924.16,1133.75,911.44,1403.76,435.5,797.44,427.06,6026.329999999999
2022-10-26,38749.22,5386.74,6105.53,956.07,1154.82,930.08,1422.34,451.01,801.86,433.41,6210.8
2022-10-27,40240.09,5494.48,6173.35,973.42,1160.76,948.27,1418.04,463.43,814.64,435.47,6338.64
2022-10-28,39571.19,5429.67,6123.19,970.33,1146.14,979.04,1405.54,456.36,806.32,431.89,6276.790000000001
2022-10-29,40014.12,5455.68,6197.44,981.46,1180.89,992.34,1439.81,461.3,812.58,437.1,6399.5
2022-10-30,41112.8,5437.92,6347.21,1011.48,1187.31,1016.66,1423.78,466.97,805.99,436.51,6463.590000000001
2022-10-31,40641.91,5369.4,6462.74,998.0,1175.41,1003.82,1415.29,463.43,810.68,441.78,6442.08
2022-11-01,40235.21,5357.1,6292.57,997.12,1161.6,977.2,1430.94,463.41,823.52,441.86,6448.34
2022-11-02,40218.29,5206.01,6444.82,1005.67,1168.83,963.53,1415.72,461.97,818.56,434.43,6456.37
2022-11-03,39476.55,5175.14,6293.49,997.19,1163.99,908.28,1402.34,453.41,812.63,430.23,6413.630000000001
2022-11-04,39669.98,5163.44,6479.89,1011.27,1201.76,867.02,1402.87,456.08,815.18,449.62,6437.88
2022-11-05,41549.0,5297.56,6636.0,1048.44,1283.89,876.42,1419.69,474.65,827.7,454.5,6734.410000000001
2022-11-06,41365.85,5316.5,6675.66,1053.1,1272.19,876.86,1416.34,324.44,834.94,456.17,6809.01
2022-11-07,40482.78,5194.66,6490.62,1034.04,1258.75,859.83,1382.35,300.09,829.86,448.91,6488.239999999999
2022-11-08,37568.25,5215.93,6643.17,1033.55,1269.32,870.6,1354.18,315.94,847.07,447.87,6463.999999999999
2022-11-09,35171.59,4964.45,6417.52,917.14,1144.29,779.5,1228.95,295.31,785.0,413.47,5568.570000000001
2022-11-10,31012.7,4525.41,5691.12,830.62,1008.12,690.28,1046.57,269.79,727.78,373.92,4709.9800000000005
2022-11-11,33193.57,4738.27,5756.91,870.13,1101.07,665.85,1082.07,294.05,749.85,381.23,4952.97
2022-11-12,32766.53,4534.66,5610.82,871.96,1079.87,643.86,1043.06,286.46,723.19,374.34,4705.83
2022-11-13,32341.82,4453.66,5621.58,858.05,1052.7,620.44,1030.68,264.94,708.79,365.85,4575.87
2022-11-14,31570.43,4136.3,5762.43,839.36,1025.65,608.75,990.42,257.09,647.03,355.35,4378.450000000001
2022-11-15,32036.16,4310.59,5488.72,858.64,1035.78,567.91,979.81,263.42,668.64,357.09,4463.67
2022-11-16,32222.42,4298.48,5628.69,871.63,1043.93,567.09,985.5,266.84,678.94,363.0,4521.96
2022-11-17,31761.29,4284.48,5334.82,882.21,1036.16,565.88,967.94,264.42,613.86,360.98,4492.13
2022-11-18,31583.82,4305.3,5596.8,891.73,1034.87,551.39,966.45,266.03,610.06,353.59,4461.43
2022-11-19,31599.96,4316.61,5590.3,902.95,1032.23,554.9,964.48,261.63,496.63,354.44,4444.66
2022-11-20,31764.73,4328.69,5254.14,923.64,1026.94,561.66,966.26,262.0,492.13,357.73,4427.219999999999
2022-11-21,30403.38,4225.02,5217.38,907.9,990.0,547.01,942.15,252.58,461.09,349.63,4266.6
2022-11-22,29872.03,4251.67,5439.42,901.02,988.39,540.45,866.99,247.83,451.68,347.06,4202.26
2022-11-23,29960.52,4239.55,5546.06,909.75,985.21,545.83,874.39,251.53,452.29,363.68,4183.150000000001
2022-11-24,30568.01,4307.84,5595.23,927.82,996.36,553.82,883.63,257.53,457.71,366.89,4276.89
2022-11-25,30400.49,4250.7,5684.44,938.5,994.92,552.72,855.26,257.36,454.29,364.85,4264.53
2022-11-26,30606.4,4270.6,5522.27,921.97,991.7,539.1,863.79,256.89,452.44,365.57,4297.070000000001
2022-11-27,30675.45,4264.88,6041.29,917.74,993.05,535.17,870.12,265.17,450.86,363.15,4227.120000000001
2022-11-28,30547.2,4327.41,5946.37,911.39,993.95,530.46,875.65,264.91,450.22,361.33,4237.33
2022-11-29,30129.82,4278.98,5674.13,898.05,976.97,525.56,866.0,259.69,432.78,368.9,4156.28
2022-11-30,31596.87,4282.94,5672.01,941.45,991.06,538.38,893.68,270.3,434.39,381.18,4285.48
2022-12-01,31967.38,4387.99,5749.45,940.56,1004.6,544.81,904.7,275.39,435.02,398.61,4310.53
2022-12-02,31912.98,4380.45,5775.15,947.44,1014.25,548.8,901.15,272.07,435.38,402.13,4309.31
2022-12-03,32013.72,4372.19,5114.02,971.07,1009.46,552.51,921.37,273.41,432.28,398.27,4339.84
2022-12-04,31474.76,4348.65,5482.3,971.6,997.13,545.46,916.33,271.7,430.05,398.31,4292.279999999999
2022-12-05,32160.22,4343.62,5565.94,991.54,1010.03,555.16,941.35,278.24,436.66,400.72,4356.23
2022-12-06,31667.35,4370.64,5369.87,985.47,1004.02,556.88,938.5,275.95,439.0,405.88,4324.96
2022-12-07,31704.56,4465.1,5652.59,1004.78,1005.23,566.02,933.23,276.54,436.36,403.65,4338.7300000000005
2022-12-08,31244.77,4407.85,6032.96,1012.29,991.06,564.66,901.92,272.02,428.83,395.53,4225.86
2022-12-09,31967.77,4486.35,5580.34,1040.69,1004.48,571.55,904.74,276.99,435.77,403.71,4279.450000000001
2022-12-10,31874.46,4498.76,5572.15,1046.93,996.51,570.08,904.11,275.76,435.17,403.57,4261.379999999999
2022-12-11,31902.67,4498.9,5773.39,1053.02,1000.37,570.42,904.99,275.29,433.63,403.15,4278.4800000000005
2022-12-12,31718.95,4441.45,5643.76,1056.95,980.41,566.3,904.36,272.85,429.33,398.19,4212.959999999999
2022-12-13,31903.84,4450.33,5531.64,1074.24,981.06,569.76,905.34,274.25,427.41,396.89,4190.26
2022-12-14,32732.52,4415.47,5166.13,1097.83,997.03,579.71,901.7,283.16,427.77,405.22,4238.7
2022-12-15,32516.33,4516.38,5124.88,1095.05,984.41,584.01,899.62,284.91,426.46,395.16,4204.12
2022-12-16,31681.31,4506.74,5135.93,1094.05,973.46,576.46,888.05,278.77,424.07,389.88,4171.21
2022-12-17,30052.55,4314.64,4805.34,1069.28,930.67,549.73,858.26,266.41,417.08,373.4,3912.5
2022-12-18,30302.74,4403.47,4833.48,1093.36,936.76,556.3,855.59,267.69,414.35,375.89,3918.61
2022-12-19,30405.11,4373.87,4901.57,1097.49,935.64,558.71,852.43,268.15,415.52,376.62,3929.8700000000003
2022-12-20,30051.97,4252.25,4834.05,1040.41,917.49,529.05,840.15,263.41,410.51,371.52,3817.8999999999996
2022-12-21,30697.67,4322.79,4918.64,1037.48,928.31,534.24,837.75,268.22,409.99,373.53,3868.74
2022-12-22,30851.46,4259.23,4880.12,1043.73,928.53,532.6,828.18,268.97,410.07,376.75,3853.6600000000003
2022-12-23,30845.62,4284.07,4827.98,1021.6,934.52,535.01,835.75,268.62,411.09,377.48,3836.1699999999996
2022-12-24,30937.06,4201.44,4812.73,1024.88,932.41,532.18,837.77,269.14,413.76,357.48,3837.81
2022-12-25,30967.45,4271.57,4799.98,1026.5,929.6,529.62,846.27,269.5,416.39,354.44,3826.45
2022-12-26,30832.35,4121.27,4767.91,1028.42,928.3,528.14,833.29,269.57,415.4,352.09,3800.21
2022-12-27,30933.82,4209.9,4766.74,1028.61,931.61,529.2,831.31,270.24,414.46,353.37,3810.89
2022-12-28,30667.49,4183.5,4798.22,1014.56,940.74,525.93,828.57,268.34,407.22,352.52,3786.479999999999
2022-12-29,30301.44,4190.24,4772.85,998.28,929.09,519.55,821.77,266.2,406.23,352.74,3722.7400000000007
2022-12-30,30410.89,4167.47,4780.17,986.8,932.29,508.46,819.39,267.09,407.15,358.64,3692.2700000000004
2022-12-31,30319.61,4188.94,4760.25,984.41,924.33,508.37,817.08,266.38,403.46,355.88,3673.15
2023-01-01,30217.83,4118.11,4757.48,981.87,921.33,503.27,804.06,266.02,378.68,355.06,3504.78
2023-01-02,30292.74,4121.15,4737.89,982.51,921.59,503.29,812.83,266.99,379.18,352.55,3639.89
2023-01-03,30744.24,4132.93,4759.05,992.09,929.7,509.06,823.05,269.17,372.24,360.71,3723.11
2023-01-04,30774.71,4107.99,4732.74,987.21,927.63,509.26,827.79,268.31,371.72,361.59,3787.3799999999997
2023-01-05,31469.56,4139.21,4871.16,992.96,943.47,515.89,840.65,272.35,376.14,366.93,3812.8499999999995
2023-01-06,31434.1,4110.74,4853.21,991.49,949.42,513.17,826.97,272.63,376.03,362.57,3833.02
2023-01-07,31627.15,4009.62,4912.82,972.94,954.38,515.59,832.54,273.65,378.34,364.84,3844.65
2023-01-08,31718.1,4014.41,4891.03,968.46,950.66,512.71,831.29,273.54,375.24,363.49,3840.5600000000004
2023-01-09,32287.63,4108.56,5049.42,979.52,966.63,518.56,842.76,277.56,374.34,367.19,3975.59
2023-01-10,32817.58,4118.49,5023.66,985.72,982.51,530.0,844.07,279.33,377.08,372.2,4049.52
2023-01-11,32993.25,4155.33,5042.97,986.26,987.37,533.03,850.35,282.41,377.44,371.63,4107.11
2023-01-12,34108.27,4250.56,5188.41,1009.01,1020.88,549.71,924.94,291.06,381.78,383.66,4215.83
2023-01-13,34251.78,4342.6,5214.95,1004.69,1029.53,549.66,909.74,301.65,381.71,383.81,4235.8099999999995
2023-01-14,36428.68,4640.04,5426.67,1055.36,1075.47,574.87,968.15,329.18,397.19,396.7,4503.589999999999
2023-01-15,36305.18,4694.85,5370.99,1047.37,1079.72,575.33,969.08,329.5,395.66,416.64,4621.4400000000005
2023-01-16,36796.7,4674.75,5398.38,1050.49,1084.7,584.23,973.41,331.38,393.59,416.19,4660.88
2023-01-17,36998.18,4676.58,5354.83,1054.35,1087.98,585.84,977.44,332.23,402.39,409.05,4648.779999999999
2023-01-18,37152.1,4706.42,5371.2,1049.12,1087.16,591.73,979.81,333.39,401.26,415.15,4667.97
2023-01-19,36226.94,4649.28,5253.18,1022.99,1070.38,591.63,946.88,324.97,390.12,399.81,4492.7
2023-01-20,36955.35,4718.82,5326.38,1049.79,1080.59,601.24,954.31,332.17,394.72,387.15,4537.9800000000005
2023-01-21,39023.0,4928.49,5490.59,1095.65,1113.11,632.7,995.71,353.77,402.2,410.79,4855.59
2023-01-22,38719.19,5009.14,5486.09,1087.43,1099.91,634.39,984.46,357.09,402.01,409.25,4858.549999999999
2023-01-23,38736.13,4995.97,5525.27,1111.82,1107.96,641.63,992.26,356.53,402.41,425.77,4868.5
2023-01-24,38859.36,5072.54,5543.63,1115.98,1109.34,651.01,1002.18,359.33,405.66,432.79,4948.4400000000005
2023-01-25,37797.86,5124.68,5484.04,1098.98,1083.55,642.84,971.05,352.47,402.36,424.16,4792.610000000001
2023-01-26,39022.9,5260.12,5558.52,1123.1,1108.49,681.12,997.2,360.02,408.44,440.67,4975.98
2023-01-27,38727.59,5161.82,5501.77,1124.52,1130.06,694.92,995.75,357.52,406.85,460.74,4907.17
2023-01-28,38989.58,5232.76,5571.81,1146.87,1148.93,699.5,1056.17,359.12,409.43,461.74,5055.700000000001
2023-01-29,38761.53,5232.29,5561.88,1160.59,1143.48,702.92,1041.42,357.82,408.2,460.24,5014.929999999999
2023-01-30,39771.51,5316.96,5677.2,1180.9,1162.0,712.34,1050.56,366.73,410.11,475.89,5155.3
2023-01-31,38442.15,5170.48,5483.71,1159.53,1128.3,699.7,1011.87,352.31,402.02,467.96,4837.910000000001
2023-02-01,38737.71,5184.1,5565.59,1181.54,1130.6,716.46,1025.8,360.4,404.23,492.05,4978.08
2023-02-02,40559.51,5344.46,5684.07,1234.71,1152.28,755.83,1070.56,375.24,410.62,521.16,5185.829999999999
2023-02-03,39944.74,5323.86,5694.14,1247.25,1128.98,749.18,1055.76,367.96,405.15,525.09,5144.75
2023-02-04,40317.93,5113.05,5754.12,1278.99,1147.52,758.19,1077.82,370.98,408.41,528.84,5234.629999999999
2023-02-05,40281.79,5136.68,5734.22,1288.6,1147.52,768.63,1072.76,369.0,410.03,498.38,5184.14
2023-02-06,39769.84,5121.89,5721.85,1297.32,1135.09,771.73,1057.3,364.83,407.02,483.05,5112.03
2023-02-07,39619.23,5060.81,5677.44,1313.26,1129.76,787.33,1044.69,361.68,404.95,464.64,5060.67
2023-02-08,40698.55,5185.02,5790.06,1383.2,1162.15,820.11,1081.23,370.29,409.82,490.19,5265.12
2023-02-09,40151.3,5133.59,5725.23,1410.89,1157.56,817.23,1058.24,364.65,409.72,462.6,5237.83
2023-02-10,38428.78,4885.93,5451.12,1365.1,1099.37,783.36,1005.09,346.04,397.04,425.31,4902.93
2023-02-11,37913.25,4950.66,5443.34,1383.16,1092.07,781.96,996.86,345.16,392.53,415.49,4891.15
2023-02-12,38426.3,4936.61,5492.1,1419.21,1103.85,798.24,1004.6,348.06,394.24,433.67,4971.14
2023-02-13,38084.63,4930.29,5515.9,1414.76,1093.73,789.16,994.7,345.92,392.6,422.32,4935.8
2023-02-14,38029.18,5018.96,5161.89,1408.52,1075.37,795.03,987.65,347.31,388.1,428.38,4862.13
2023-02-15,38903.74,5080.25,5214.44,1455.75,1079.28,807.41,1007.68,354.28,388.96,452.17,4945.959999999999
2023-02-16,41579.52,5400.56,5472.94,1550.66,1129.76,843.67,1086.19,388.09,399.76,481.16,5245.66
2023-02-17,40919.77,5226.64,5362.63,1561.1,1126.87,825.84,1044.64,376.12,390.69,469.58,5108.84
2023-02-18,41973.68,5382.33,5487.47,1647.02,1178.73,853.4,1071.14,390.44,397.18,475.85,5295.02
2023-02-19,42207.18,5365.27,5515.51,1707.86,1177.19,856.85,1083.84,394.19,395.86,471.1,5338.080000000001
2023-02-20,41866.46,5345.57,5451.2,1726.83,1168.36,862.42,1079.37,387.3,395.53,459.84,5354.87
2023-02-21,42463.24,5412.93,5461.57,1781.87,1177.71,882.85,1112.52,396.02,406.32,459.31,5499.35
2023-02-22,41368.25,5290.04,5385.2,1812.99,1150.37,889.87,1113.05,387.35,401.96,458.51,5374.009999999999
2023-02-23,41132.95,5252.99,5383.65,1824.14,1141.65,887.84,1090.8,384.11,394.86,454.85,5339.33
2023-02-24,41253.28,5270.88,5346.42,1853.7,1134.03,910.67,1073.75,382.99,392.95,449.72,5272.71
2023-02-25,40343.84,5175.83,5260.53,1831.52,1106.85,918.35,1032.45,370.65,387.25,436.6,5112.58
2023-02-26,40448.1,5116.48,5266.39,1825.68,1095.97,921.48,1024.89,370.84,385.95,428.27,5032.6900000000005
2023-02-27,41540.86,5206.04,5361.75,1881.01,1113.06,959.02,1042.58,376.85,389.4,436.48,5155.47
2023-02-28,41781.56,5226.08,5324.4,1896.69,1103.38,973.53,1026.59,375.45,388.12,433.41,5145.120000000001
2023-03-01,41494.96,5168.5,5326.21,1893.55,1089.88,980.28,1008.93,372.08,391.34,422.15,5066.430000000001
2023-03-02,42546.94,5217.15,5355.28,1941.7,1113.04,1003.26,1020.0,380.27,392.69,440.99,5171.51
2023-03-03,42231.48,5213.93,5303.8,1909.19,1103.93,995.22,1060.23,377.07,385.68,426.55,5034.95
2023-03-04,40715.77,5006.67,5193.69,1859.92,1072.14,974.58,1052.31,362.21,379.13,415.4,4882.6
2023-03-05,40796.21,4906.58,5175.06,1864.0,1059.16,970.65,1030.96,361.12,378.8,400.55,4819.04
2023-03-06,40827.5,4910.12,5190.99,1884.41,1064.68,978.62,1028.33,363.72,378.66,403.5,4834.509999999999
2023-03-07,40740.57,4928.47,5188.72,1879.78,1062.15,983.11,1029.4,363.83,377.46,410.58,4802.420000000001
2023-03-08,40758.44,4783.51,5220.0,1842.48,1072.46,972.73,1033.6,361.64,375.33,399.34,4772.65
2023-03-09,39977.25,4657.13,5153.41,1794.76,1042.17,949.0,1000.45,352.87,368.59,380.92,4617.75
2023-03-10,37864.9,4342.31,4962.06,1691.96,991.6,906.07,934.06,329.37,356.62,360.06,4435.599999999999
2023-03-11,37819.73,4338.24,4934.55,1613.03,984.16,855.77,900.05,330.76,345.71,357.47,4413.49
2023-03-12,37454.67,4077.44,4684.87,1455.73,901.82,739.97,819.72,331.1,374.36,325.52,4193.719999999999
2023-03-13,40957.71,4485.7,4876.21,1531.96,966.05,835.93,881.79,360.76,374.79,359.31,4488.69
2023-03-14,41707.84,4700.84,5079.39,1587.42,992.25,885.06,874.46,384.36,380.97,370.98,4654.03
2023-03-15,42035.01,4752.3,5132.83,1612.54,1006.26,919.7,903.08,392.59,381.92,395.65,4807.29
2023-03-16,40803.81,4703.86,5224.33,1625.0,977.24,891.3,866.25,388.15,375.51,379.22,4660.410000000001
2023-03-17,40946.3,4742.64,4818.16,1705.82,992.0,935.4,876.96,396.96,380.25,386.69,4726.87
2023-03-18,43328.79,5251.31,4933.6,1830.06,1041.01,1000.8,931.05,432.01,386.22,424.7,5041.27
2023-03-19,43235.27,5181.48,4870.31,1855.46,1035.42,987.39,929.17,427.8,382.28,414.2,4960.5199999999995
2023-03-20,43250.99,5291.31,4843.24,1775.53,1032.43,990.35,944.86,438.19,383.02,414.79,5004.62
2023-03-21,43238.55,5253.36,4805.43,1943.02,1018.13,990.16,940.09,437.67,382.97,403.61,4949.95
2023-03-22,44059.41,5314.83,4904.12,1996.77,1032.75,994.38,952.43,441.36,383.31,408.79,5005.499999999999
2023-03-23,43020.15,5098.11,5055.4,2099.18,1014.81,987.72,926.38,430.02,378.11,401.36,4859.670000000001
2023-03-24,44119.9,5295.97,5165.35,2133.81,1025.77,994.36,951.78,442.79,378.11,409.85,4968.620000000001
2023-03-25,43070.37,5174.64,5112.49,2141.53,1013.25,962.02,927.65,430.59,374.78,398.07,4813.06
2023-03-26,42923.33,5181.67,5131.61,2164.3,1008.54,953.1,924.77,429.53,377.19,392.38,4770.639999999999
2023-03-27,43326.83,5172.88,5176.93,2204.69,1019.37,947.97,935.21,434.34,374.48,393.26,4810.969999999999
2023-03-28,42620.93,5095.62,5011.92,2197.77,997.39,930.35,916.47,421.22,372.25,378.38,4714.99
2023-03-29,43163.07,5142.93,5040.4,2237.04,1012.41,920.81,916.81,427.04,370.79,382.94,4771.0
2023-03-30,43581.04,5248.46,5108.4,2248.69,1032.33,927.83,940.05,439.67,378.9,394.36,4943.170000000001
2023-03-31,43743.95,5314.65,5057.63,2280.56,1037.15,924.09,940.87,437.65,378.31,395.63,4910.85
2023-04-01,44130.25,5321.74,5131.89,2290.3,1047.01,927.51,963.99,441.55,379.54,400.4,4942.75
2023-04-02,44034.16,5377.9,5115.15,2251.04,1048.45,926.76,977.55,441.22,378.98,399.85,4939.0599999999995
2023-04-03,43680.31,5285.07,5110.4,2223.72,1040.68,914.77,962.22,437.24,374.88,397.82,4858.150000000001
2023-04-04,44033.94,5254.98,5070.94,2238.25,1037.3,918.26,950.18,435.41,374.72,396.65,4857.489999999999
2023-04-05,45828.84,5280.36,5157.03,2263.22,1072.77,934.31,976.57,445.46,377.06,406.89,4969.84
2023-04-06,45678.87,5317.17,5123.07,2276.21,1066.77,939.07,966.36,439.58,377.7,399.45,4937.589999999999
2023-04-07,45340.02,5297.94,5102.36,2264.72,1061.1,935.02,983.78,438.5,377.56,407.82,4913.0199999999995
2023-04-08,44986.44,5272.26,5053.42,2268.86,1051.05,928.12,973.74,435.26,374.94,405.66,4875.659999999999
2023-04-09,45011.06,5300.65,5026.33,2265.08,1057.16,926.09,970.91,435.76,375.53,408.21,4892.19
2023-04-10,45140.49,5336.55,5047.31,2265.2,1046.8,926.44,976.29,441.6,375.38,396.78,4935.299999999999
2023-04-11,46083.07,5528.99,5090.41,2283.68,1061.19,937.23,961.9,460.52,377.27,413.48,5018.23
2023-04-12,45677.24,5543.58,5095.66,2281.94,1053.48,933.47,966.24,465.07,378.8,422.78,5085.53
2023-04-13,45918.44,5483.8,5059.28,2241.18,1060.17,931.71,969.86,462.59,378.12,421.64,5139.96
2023-04-14,49209.43,5579.58,5141.87,2332.53,1108.06,963.45,1031.13,476.48,382.83,434.24,5346.99
2023-04-15,49145.32,5579.98,5098.1,2350.43,1092.46,965.95,1020.27,473.79,381.8,427.98,5425.4800000000005
2023-04-16,49336.24,5532.1,5108.43,2358.31,1105.6,964.23,1001.04,471.16,384.36,425.52,5440.79
2023-04-17,49073.34,5502.74,5146.11,2325.93,1094.43,970.87,1005.2,464.86,384.47,425.9,5401.450000000001
2023-04-18,48490.16,5418.51,5115.36,2283.41,1094.97,963.23,999.83,458.53,380.76,416.63,5335.4400000000005
2023-04-19,49164.39,5560.52,5160.93,2312.93,1101.4,984.33,1021.89,471.22,386.5,421.37,5410.679999999999
2023-04-20,46353.14,5394.93,4974.38,2223.57,1050.75,966.43,963.62,448.32,376.81,400.2,5129.8
2023-04-21,46115.96,5318.71,4918.59,2211.26,1040.46,948.44,948.22,438.22,375.7,396.19,5030.7
2023-04-22,44156.89,5230.28,4867.57,2159.19,1005.16,914.09,908.2,422.95,375.81,375.2,4837.62
2023-04-23,44418.75,5291.62,4742.22,2174.74,1015.95,918.82,904.98,428.36,376.0,377.58,4879.33
2023-04-24,44471.04,5298.39,4749.24,2182.43,1010.72,917.89,900.58,428.32,374.02,376.57,4860.5199999999995
2023-04-25,44027.92,5216.99,4722.42,2168.5,1003.69,924.54,903.89,425.64,372.87,370.63,4837.35
2023-04-26,44591.49,5352.22,4777.34,2198.19,1023.4,932.88,920.55,436.64,377.99,376.22,4926.9
2023-04-27,45606.07,5443.03,4738.02,2239.43,1030.23,936.13,935.72,445.68,382.08,377.8,4977.16
2023-04-28,45342.17,5474.93,4848.21,2260.5,1030.25,930.61,937.78,449.72,392.46,376.35,4946.94
2023-04-29,44945.39,5481.14,4967.89,2261.09,1027.6,929.82,938.76,446.98,389.86,373.07,4948.43
2023-04-30,45264.7,5503.54,5002.0,2269.59,1035.78,933.5,943.68,447.25,386.18,374.36,4954.9
2023-05-01,44853.14,5515.98,4925.59,2254.37,1026.48,921.89,934.13,447.67,382.78,373.8,4901.31
2023-05-02,43925.86,5326.09,4736.54,2216.28,1000.33,907.43,896.38,431.88,378.07,364.39,4769.81
2023-05-03,44642.3,5432.29,4787.61,2239.61,1005.6,914.2,902.23,440.38,380.03,364.5,4772.22
2023-05-04,45584.4,5483.31,4955.2,2311.67,1024.73,932.1,920.51,446.19,378.66,356.56,4784.67
2023-05-05,45136.89,5455.29,4919.75,2464.56,1016.19,923.79,916.73,443.42,375.1,349.37,4755.87
2023-05-06,47327.63,5753.7,4998.9,2536.72,1032.24,938.92,924.86,453.78,374.71,338.55,4875.67
2023-05-07,45691.32,5631.81,4891.1,2472.73,999.79,913.58,886.9,441.27,370.73,328.39,4724.2300000000005
2023-05-08,45189.55,5548.35,4865.5,2456.5,987.48,897.88,877.44,437.28,372.08,324.42,4696.209999999999
2023-05-09,44288.01,5433.94,4750.48,2390.27,964.08,876.43,849.1,422.66,367.59,308.29,4484.570000000001
2023-05-10,44495.8,5442.93,4766.19,2421.53,969.4,879.52,849.65,425.4,363.14,311.46,4501.29
2023-05-11,44109.12,5490.32,4800.62,2407.49,959.82,873.58,856.38,423.41,362.32,310.45,4552.41
2023-05-12,42704.13,5309.22,4672.38,2340.08,926.65,843.15,838.31,408.75,355.88,303.15,4430.14
