market_cap_rank,id,symbol,name,market_cap_sum,market_cap_avg,market_cap_median,total_volume_sum,total_volume_avg,total_volume_median,Price_Change_24h_avg,Price_Change_24h_median,Price_Change_7d_avg,Price_Change_7d_median,Price_Change_30d_avg,Price_Change_30d_median,Price_Change_200d_avg,Price_Change_200d_median,Price_Change_1y_avg,Price_Change_1y_median
124,gnosis,gno,Gnosis,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
125,nem,xem,NEM,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
126,oec-token,okt,OKT Chain,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
127,staked-frax-ether,sfrxeth,Staked Frax Ether,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
129,holotoken,hot,Holo,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
128,liquity-usd,lusd,Liquity USD,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
130,zcash,zec,Zcash,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
132,cdai,cdai,cDAI,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
133,safemoon,safemoon,SafeMoon [OLD],1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
131,fetch-ai,fet,Fetch.ai,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
134,qtum,qtum,Qtum,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
136,illuvium,ilv,Illuvium,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
135,kaspa,kas,Kaspa,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
137,tominet,tomi,tomiNet,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
138,oasis-network,rose,Oasis Network,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
139,ethereum-name-service,ens,Ethereum Name Service,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
140,chia,xch,Chia,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
141,aleph-zero,azero,Aleph Zero,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
142,huobi-btc,hbtc,Huobi BTC,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
143,link,fnsa,FINSCHIA,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
144,theta-fuel,tfuel,Theta Fuel,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
145,audius,audio,Audius,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
146,celo,celo,Celo,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
147,defichain,dfi,DeFiChain,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
148,ravencoin,rvn,Ravencoin,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
149,swipe,sxp,SXP,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
150,compound-governance-token,comp,Compound,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
151,decred,dcr,Decred,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
152,ronin,ron,Ronin,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
153,terra-luna-2,luna,Terra,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
154,blur,blur,Blur,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
155,kusama,ksm,Kusama,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
156,icon,icx,ICON,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
157,escoin-token,elg,Escoin,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
158,convex-crv,cvxcrv,Convex CRV,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
159,bitcoin-gold,btg,Bitcoin Gold,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
162,stepn,gmt,STEPN,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
160,tether-eurt,eurt,Euro Tether,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
161,beldex,bdx,Beldex,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
163,balancer,bal,Balancer,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
164,yearn-finance,yfi,yearn.finance,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
165,astar,astr,Astar,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
166,jasmycoin,jasmy,JasmyCoin,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
167,iotex,iotx,IoTeX,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
168,ethereum-pow-iou,ethw,EthereumPoW,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
169,ankr,ankr,Ankr Network,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
170,wemix-token,wemix,WEMIX,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
171,olympus,ohm,Olympus,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
172,golem,glm,Golem,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
173,just,jst,JUST,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
174,magic,magic,Magic,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
175,ontology,ont,Ontology,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
176,helium,hnt,Helium,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
177,dao-maker,dao,DAO Maker,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
178,0x,zrx,0x Protocol,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
179,edu-coin,edu,Open Campus,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
180,bone-shibaswap,bone,Bone ShibaSwap,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
181,moonbeam,glmr,Moonbeam,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
182,ordinals,ordi,ORDI,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
183,harmony,one,Harmony,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
185,wax,waxp,WAX,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
184,band-protocol,band,Band Protocol,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
186,kadena,kda,Kadena,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
187,alchemix-usd,alusd,Alchemix USD,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
188,waves,waves,Waves,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
189,iostoken,iost,IOST,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
190,gains-farm,gfarm2,Gains Farm,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
191,ssv-network,ssv,SSV Network,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
192,ecomi,omi,ECOMI,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
193,sushi,sushi,Sushi,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
194,siacoin,sc,Siacoin,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
195,zelcash,flux,Flux,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
196,astrafer,astrafer,Astrafer,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
197,ocean-protocol,ocean,Ocean Protocol,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
199,akash-network,akt,Akash Network,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
198,lukso-token,lyxe,LUKSO,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
200,biconomy,bico,Biconomy,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
201,bitcoin-avalanche-bridged-btc-b,btc.b,Bitcoin Avalanche Bridged (BTC.b),1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
202,bora,bora,BORA,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
203,cyberharbor,cht,CyberHarbor,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
204,safepal,sfp,SafePal,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
205,skale,skl,SKALE,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
206,gains-network,gns,Gains Network,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
207,reserve-rights-token,rsr,Reserve Rights,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
208,seth2,seth2,sETH2,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
209,amp-token,amp,Amp,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
210,aragon,ant,Aragon,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
211,tomochain,tomo,TomoChain,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
219,safemoon-2,sfm,SafeMoon,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
212,livepeer,lpt,Livepeer,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
213,bitkub-coin,kub,Bitkub Coin,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
214,uma,uma,UMA,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
215,alchemy-pay,ach,Alchemy Pay,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
216,joe,joe,JOE,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
217,stargate-finance,stg,Stargate Finance,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
218,aelf,elf,aelf,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
221,wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
220,stasis-eurs,eurs,STASIS EURO,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
222,cartesi,ctsi,Cartesi,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
223,terrausd,ustc,TerraClassicUSD,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
224,space-id,id,SPACE ID,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
225,tribe-2,tribe,Tribe,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
226,blox,cdt,Blox,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
227,bilira,tryb,BiLira,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
228,hive,hive,Hive,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
229,axelar,axl,Axelar,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
231,digibyte,dgb,DigiByte,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
230,swissborg,chsb,SwissBorg,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
233,synapse-2,syn,Synapse,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
234,lisk,lsk,Lisk,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
235,nervos-network,ckb,Nervos Network,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
236,compound-usdt,cusdt,cUSDT,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
237,dogelon-mars,elon,Dogelon Mars,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
232,polymath,poly,Polymath,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
238,everscale,ever,Everscale,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
241,ribbon-finance,rbn,Ribbon Finance,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
240,bitrise-token,brise,Bitgert,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
242,coredaoorg,core,Core,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
243,zencash,zen,Horizen,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
244,rif-token,rif,RSK Infrastructure Framework,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
245,origintrail,trac,OriginTrail,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
246,telcoin,tel,Telcoin,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
248,kyber-network-crystal,knc,Kyber Network Crystal,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
247,canvas-n-glr,glr,GalleryCoin,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
251,iexec-rlc,rlc,iExec RLC,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
250,celer-network,celr,Celer Network,1168015.59,2336.03,109.1,54615.67,109.23,2.96,-2.82,-3.23,0.21,-0.86,-8.27,-12.09,38.97,3.72,42037.59,-36.8
